编号	名称	等级限制	战役编号	主怪	战斗背景	位置0	位置1	位置2	位置3	位置4	位置5	位置6	位置7	位置8	战斗力	金币	君主经验	武将经验	英雄祭坛说明	点类型	坐标X	坐标Y	宝箱坐标	宝箱坐标	X轴反转(1=图片资源不反转，2=图片资源反转)	开启条件	士气	剧情文件编号
212	孙策	1	2	315016	2		210016	110002	315016						4176	256	205	205		main	936	488			1		238	0
213	徐琨	1	2	315016	2		210016	110002	315016						4176	256	205	205		main	936	488			1		238	0
214	鲁肃	1	2	315016	2		210016	110002	315016						4176	256	205	205		main	936	488			1		238	0
215	小乔	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
216	周瑜	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
217	袁夫人	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
218	孙权	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
219	于禁	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
220	乐进	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
221	赵姬	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
222	荀攸	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
223	曹真	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
224	蔡瑁	1	2	416016	2	416016			111016			311004			4562	258	210	210		main	1158	577			1		238	0
225	夏侯渊	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
226	郭嘉	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
227	夏侯玄	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
228	邓艾	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
229	刘烨	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
230	贾诩	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
231	夏侯惠	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
232	秦夫人	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
233	夏侯尚	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
234	荀彧	1	2	217016	2	212016	217016	212006							4951	260	215	215		main	1252	667			1		238	0
235	张郃	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
236	王昭仪	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
237	典韦	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
238	曹操	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
239	张雷公	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
240	于毒	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
241	张燕	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
242	赵弘	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
243	韩忠	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
244	白绕	1	2	315017	2			410017				510008	315017		4983	262	220	220		main	1420	807			1		240	0
245	波才	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
246	杨凤	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
247	左髭丈八	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
248	孙康	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
249	孙观	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
250	吴敦	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
251	尹礼	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
252	臧霸	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
253	昌豨	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
254	李春香	1	2	116017	2	116017	211017					511010			5301	264	225	225		box	1430	985			1		240	0
255	金尚	1	2	517017	2	517017			212017	112011					5374	266	230	230		main	1630	910			1		240	0
256	韩暹	1	2	517017	2	517017			212017	112011					5374	266	230	230		main	1630	910			1		240	0
257	张勋	1	2	517017	2	517017			212017	112011					5374	266	230	230	0	main	1630	910			1		240	0
258	韩定	1	2	517017	2	517017			212017	112011					5374	266	230	230	0	main	1630	910			1		240	0
259	张炯	1	2	517017	2	517017			212017	112011					5374	266	230	230	0	main	1630	910			1		240	0
260	刘祥	1	2	517017	2	517017			212017	112011					5374	266	230	230	0	main	1630	910			1		240	0
261	袁凯	1	2	517017	2	517017			212017	112011					5374	266	230	230	0	main	1630	910			1		240	0
262	高干	1	2	517017	2	517017			212017	112011					5374	266	230	230	0	main	1630	910			1		240	0
263	张旭	1	2	517017	2	517017			212017	112011					5374	266	230	230	0	main	1630	910			1		240	0
264	吕威璜	1	2	517017	2	517017			212017	112011					5374	266	230	230	0	main	1630	910			1		240	0
265	审配	18	2	115018	2		115018	110018	310012						5864	268	235	235		main	1620	742			1		243	0
266	审荣	18	2	115018	2		115018	110018	310012						5864	268	235	235		main	1620	742			1		243	0
267	蒋义渠	18	2	115018	2		115018	110018	310012						5864	268	235	235	0	main	1620	742			1		243	0
268	白马义从	18	2	115018	2		115018	110018	310012						5864	268	235	235	0	main	1620	742			1		243	0
269	邹丹	18	2	115018	2		115018	110018	310012						5864	268	235	235	0	main	1620	742			1		243	0
270	郭昕	18	2	115018	2		115018	110018	310012						5864	268	235	235	0	main	1620	742			1		243	0
271	王门	18	2	115018	2		115018	110018	310012						5864	268	235	235	0	main	1620	742			1		243	0
272	宿舒	18	2	115018	2		115018	110018	310012						5864	268	235	235	0	main	1620	742			1		243	0
273	孙综	18	2	115018	2		115018	110018	310012						5864	268	235	235	0	main	1620	742			1		243	0
274	金旋	18	2	115018	2		115018	110018	310012						5864	268	235	235	0	main	1620	742			1		243	0
275	巩志	18	2	116018	2	111018				511013				116018	5772	270	240	240		main	1804	626			1		243	0
276	伊籍	18	2	116018	2	111018				511013				116018	5772	270	240	240		main	1804	626			1		243	0
277	邓羲	18	2	116018	2	111018				511013				116018	5772	270	240	240	0	main	1804	626			1		243	0
278	王粲	18	2	116018	2	111018				511013				116018	5772	270	240	240	0	main	1804	626			1		243	0
279	张怿	18	2	116018	2	111018				511013				116018	5772	270	240	240	0	main	1804	626			1		243	0
280	张羡	18	2	116018	2	111018				511013				116018	5772	270	240	240	0	main	1804	626			1		243	0
281	苏代	18	2	116018	2	111018				511013				116018	5772	270	240	240	0	main	1804	626			1		243	0
282	贝羽	18	2	116018	2	111018				511013				116018	5772	270	240	240	0	main	1804	626			1		243	0
283	张横	18	2	116018	2	111018				511013				116018	5772	270	240	240	0	main	1804	626			1		243	0
284	成宜	18	2	116018	2	111018				511013				116018	5772	270	240	240	0	main	1804	626			1		243	0
285	杨秋	19	2	215019	2				310019		215019		410014		6029	272	245	245		main	1648	529			1		245	0
286	阎行	19	2	215019	2				310019		215019		410014		6029	272	245	245		main	1648	529			1		245	0
287	成公英	19	2	215019	2				310019		215019		410014		6029	272	245	245	0	main	1648	529			1		245	0
288	边章	19	2	215019	2				310019		215019		410014		6029	272	245	245	0	main	1648	529			1		245	0
289	阿六敦	19	2	215019	2				310019		215019		410014		6029	272	245	245	0	main	1648	529			1		245	0
290	水鹰大王	19	2	215019	2				310019		215019		410014		6029	272	245	245	0	main	1648	529			1		245	0
291	雷鸣大王	19	2	215019	2				310019		215019		410014		6029	272	245	245	0	main	1648	529			1		245	0
292	寿山洞主	19	2	215019	2				310019		215019		410014		6029	272	245	245	0	main	1648	529			1		245	0
293	水晶洞主	19	2	215019	2				310019		215019		410014		6029	272	245	245	0	main	1648	529			1		245	0
294	雷万兴	19	2	215019	2				310019		215019		410014		6029	272	245	245	0	main	1648	529			1		245	0
295	蓝凤高	19	2	216019	2	111019		211015		216019					6085	274	250	250		box	1806	431			1		245	0
296	诸葛建	19	2	216019	2	111019		211015		216019					6085	274	250	250		box	1806	431			1		245	0
297	诸葛竦	19	2	216019	2	111019		211015		216019					6085	274	250	250	0	box	1806	431			1		245	0
298	诸葛绰	19	2	216019	2	111019		211015		216019					6085	274	250	250	0	box	1806	431			1		245	0
299	诸葛恪	19	2	216019	2	111019		211015		216019					6085	274	250	250	0	box	1806	431			1		245	0
300	诸葛瑾	19	2	216019	2	111019		211015		216019					6085	274	250	250	0	box	1806	431			1		245	0
301	武烈皇后	19	2	216019	2	111019		211015		216019					6085	274	250	250	0	box	1806	431			1		245	0
302	孙坚	19	2	216019	2	111019		211015		216019					6085	274	250	250	0	box	1806	431			1		245	0
303	张允	19	2	216019	2	111019		211015		216019					6085	274	250	250	0	box	1806	431			1		245	0
304	文聘	19	2	216019	2	111019		211015		216019					6085	274	250	250	0	box	1806	431			1		245	0
305	夏侯霸	20	2	315020	2		110020			410016			315020		6472	276	255	255		main	1630	323			1		248	0
306	戏志才	20	2	315020	2		110020			410016			315020		6472	276	255	255		main	1630	323			1		248	0
